"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","Member","Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Category","Subcategory","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Emissary-Ingress","Cloud Native Computing Foundation (CNCF)","https://www.getambassador.io/","https://landscape.cncf.io/logos/emissary-ingress.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","open source Kubernetes-native API gateway for microservices built on the Envoy Proxy","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","API Gateway",true,"https://github.com/emissary-ingress/emissary",3769,"open source Kubernetes-native API gateway for microservices built on the Envoy Proxy","","https://github.com/emissary-ingress/emissary/commit/3fb6b2fae26e19662a34325346e4d3b8a6e3ac22","2022-02-25 20:55:07","https://github.com/emissary-ingress/emissary/releases","2017-03-30 19:54:17","https://github.com/datawire/ambassador/commit/82ed5e4054a0eb3f4da76e45d89f020fbf1e4f14",252,"https://github.com/emissary-ingress/emissary/graphs/contributors"
"Kuma","Cloud Native Computing Foundation (CNCF)","https://kuma.io","https://landscape.cncf.io/logos/kuma.svg","https://twitter.com/KumaMesh","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-25 16:23:46","🐻 The multi-zone service mesh for containers, Kubernetes and VMs. Built with Envoy. CNCF Sandbox Project.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Service Mesh",true,"https://github.com/kumahq/kuma",2764,"🐻 The multi-zone service mesh for containers, Kubernetes and VMs. Built with Envoy. CNCF Sandbox Project.","","https://github.com/kumahq/kuma/commit/578627c36ff73c746dd276588f434593dee1d1a3","2022-04-12 14:13:49","https://github.com/kumahq/kuma/releases","2019-03-13 13:20:14","https://github.com/Kong/kuma/commit/10a9ef01d3d0d8260a4cc916329dbf4201cfb2de",68,"https://github.com/kumahq/kuma/graphs/contributors"
"Linkerd","Cloud Native Computing Foundation (CNCF)","https://linkerd.io/","https://landscape.cncf.io/logos/linkerd.svg","https://twitter.com/linkerd","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-06-02 20:58:27","Ultralight, security-first service mesh for Kubernetes. Main repo for Linkerd 2.x.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Service Mesh",true,"https://github.com/linkerd/linkerd2",8477,"Ultralight, security-first service mesh for Kubernetes. Main repo for Linkerd 2.x.","","https://github.com/linkerd/linkerd2/commit/519cfb4fb33b67c6edae53a1c5dfce1c12604817","2022-05-31 16:56:09","https://github.com/linkerd/linkerd2/releases","2017-12-05 00:17:02","https://github.com/linkerd/linkerd2/commit/b104bd0676091740b48ca7490596a7cd12327284",255,"https://github.com/linkerd/linkerd2/graphs/contributors"
"Meshery","Cloud Native Computing Foundation (CNCF)","https://meshery.io","https://landscape.cncf.io/logos/meshery.svg","https://twitter.com/mesheryio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-26 22:39:31","Meshery, the cloud native management plane","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Service Mesh",true,"https://github.com/meshery/meshery",1336,"Meshery, the cloud native management plane","","https://github.com/meshery/meshery/commit/1f8a386f6812c7a9b1bb4696a7e268aa224f06b7","2022-06-01 20:11:13","https://github.com/meshery/meshery/releases","2018-11-14 13:41:00","https://github.com/layer5io/meshery/commit/20173c70f8e8ca9b131327aea4a87459380dc224",343,"https://github.com/meshery/meshery/graphs/contributors"
"Open Service Mesh","Cloud Native Computing Foundation (CNCF)","https://openservicemesh.io/","https://landscape.cncf.io/logos/open-service-mesh.svg","https://twitter.com/openservicemesh","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-01 20:02:21","Open Service Mesh (OSM) is a lightweight, extensible, cloud native service mesh that allows users to uniformly manage, secure, and get out-of-the-box observability features for highly dynamic microservice environments.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Service Mesh",true,"https://github.com/openservicemesh/osm",2405,"Open Service Mesh (OSM) is a lightweight, extensible, cloud native service mesh that allows users to uniformly manage, secure, and get out-of-the-box observability features for highly dynamic microservice environments.","","https://github.com/openservicemesh/osm/commit/c24012f334a5c506d9b9a737eb383d981a253abc","2022-05-10 16:14:18","https://github.com/openservicemesh/osm/releases","2019-12-13 18:04:24","https://github.com/openservicemesh/osm/commit/7cbc08c7a77bbd71a8e0f9ce6144ebe41458be17",97,"https://github.com/openservicemesh/osm/graphs/contributors"
"Service Mesh Interface (SMI)","Cloud Native Computing Foundation (CNCF)","https://smi-spec.io","https://landscape.cncf.io/logos/service-mesh-interface-smi.svg","https://twitter.com/smi_spec","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-20 07:47:24","Service Mesh Interface","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Service Mesh",true,"https://github.com/servicemeshinterface/smi-spec",940,"Service Mesh Interface","","https://github.com/servicemeshinterface/smi-spec/commit/87904c84f69b76bb38a1bd9dd133d443302ef236","2021-01-20 11:31:42","https://github.com/servicemeshinterface/smi-spec/releases","2019-03-26 03:22:43","https://github.com/deislabs/smi-spec/commit/f6f7a2dbc772db2ea9cf4763e0252a997a647afe",36,"https://github.com/servicemeshinterface/smi-spec/graphs/contributors"
"Service Mesh Performance","Cloud Native Computing Foundation (CNCF)","https://smp-spec.io/","https://landscape.cncf.io/logos/service-mesh-performance.svg","https://twitter.com/smp_spec","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-01 16:28:10","Standardizing Service Mesh Value Measurement","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Orchestration & Management","Service Mesh",true,"https://github.com/service-mesh-performance/service-mesh-performance",221,"Standardizing Service Mesh Value Measurement","","https://github.com/service-mesh-performance/service-mesh-performance/commit/7924bc29b47f6aae5548131568989ca20c8f66f6","2022-03-16 22:54:13","https://github.com/service-mesh-performance/service-mesh-performance/releases","2019-02-02 23:06:38","https://github.com/service-mesh-performance/service-mesh-performance/commit/1ba9078fed354fe9812b44c301f2de1271b18238",78,"https://github.com/service-mesh-performance/service-mesh-performance/graphs/contributors"
"SchemaHero","Cloud Native Computing Foundation (CNCF)","https://schemahero.io","https://landscape.cncf.io/logos/schema-hero.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","A Kubernetes operator for declarative database schema management (gitops for database schemas)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Database",true,"https://github.com/schemahero/schemahero",613,"A Kubernetes operator for declarative database schema management (gitops for database schemas)","","https://github.com/schemahero/schemahero/commit/315182483b6cfae313f55fbaa603f28806895b47","2022-05-10 18:05:47","https://github.com/schemahero/schemahero/releases","2019-04-27 22:16:38","https://github.com/schemahero/schemahero/commit/11b421932a60859c8b4bf1d41a5a61a5425c9a31",29,"https://github.com/schemahero/schemahero/graphs/contributors"
"TiKV","Cloud Native Computing Foundation (CNCF)","https://tikv.org","https://landscape.cncf.io/logos/ti-kv.svg","https://twitter.com/tikvproject","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-05-13 00:16:26","A distributed transactional key-value database. Based on the design of Google Spanner and HBase, but simpler to manage and without dependencies on any distributed filesystem","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Database",true,"https://github.com/tikv/tikv",11257,"Distributed transactional key-value database, originally created to complement TiDB","","https://github.com/tikv/tikv/commit/da16e5eca3e44f8a987acdd6aad31acad3f5c05e","2022-05-13 04:49:12","https://github.com/tikv/tikv/releases","2016-01-07 05:02:04","https://github.com/tikv/tikv/commit/b56dbe686b83ef6fda592b46c0d03245559a39e7",373,"https://github.com/tikv/tikv/graphs/contributors"
"Vitess","Cloud Native Computing Foundation (CNCF)","https://vitess.io/","https://landscape.cncf.io/logos/vitess.svg","https://twitter.com/vitessio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-05-26 13:33:44","Vitess is a database clustering system for horizontal scaling of MySQL.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Database",true,"https://github.com/vitessio/vitess",14159,"Vitess is a database clustering system for horizontal scaling of MySQL.","","https://github.com/vitessio/vitess/commit/b61e1795edb51e60e118350fb539941ba57fe820","2022-05-20 16:31:20","https://github.com/vitessio/vitess/releases","2012-02-25 07:19:43","https://github.com/vitessio/vitess/commit/8d483dc19ef660938bae3564af95d48a8017275f",367,"https://github.com/vitessio/vitess/graphs/contributors"
"CloudEvents","Cloud Native Computing Foundation (CNCF)","https://cloudevents.io/","https://landscape.cncf.io/logos/cloud-events.svg","https://twitter.com/cloudeventsio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-05-26 13:15:24","CloudEvents Specification","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Streaming & Messaging",true,"https://github.com/cloudevents/spec",3443,"CloudEvents Specification","","https://github.com/cloudevents/spec/commit/c71e4fe007ad233a60b8a3264cbe3bda5026cadb","2022-02-06 00:48:06","https://github.com/cloudevents/spec/releases","2017-12-09 21:19:52","https://github.com/cloudevents/spec/commit/f47997feae0ecb7c40697ba256be88118cdbb9cb",118,"https://github.com/cloudevents/spec/graphs/contributors"
"NATS","Cloud Native Computing Foundation (CNCF)","https://nats.io/","https://landscape.cncf.io/logos/nats.svg","https://twitter.com/nats_io","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 20:08:35","High-Performance server for NATS.io, the cloud and edge native messaging system.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Streaming & Messaging",true,"https://github.com/nats-io/nats-server",10956,"High-Performance server for NATS.io, the cloud and edge native messaging system.","","https://github.com/nats-io/nats-server/commit/eaa100d8e87fdf31a0f2b9f400e552c6e5ba5d76","2022-05-26 17:13:06","https://github.com/nats-io/nats-server/releases","2012-10-29 16:12:25","https://github.com/nats-io/nats-server/commit/6c33e7b1607eee12533e7e9aa952cdf70a7bc24b",116,"https://github.com/nats-io/nats-server/graphs/contributors"
"Pravega","Cloud Native Computing Foundation (CNCF)","https://cncf.pravega.io","https://landscape.cncf.io/logos/pravega.svg","https://twitter.com/PravegaIO","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-18 17:05:54","Pravega - Streaming as a new software defined storage primitive","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Streaming & Messaging",true,"https://github.com/pravega/pravega",1757,"Pravega - Streaming as a new software defined storage primitive","","https://github.com/pravega/pravega/commit/5e7b80e4616b018873a24136d8c109afc28f4911","2022-05-06 17:18:25","https://github.com/pravega/pravega/releases","2016-04-27 17:23:58","https://github.com/pravega/pravega/commit/3f3bec4fd9ae2318c388cd15ff3d21724ec2aa3c",89,"https://github.com/pravega/pravega/graphs/contributors"
"Strimzi","Cloud Native Computing Foundation (CNCF)","https://strimzi.io/","https://landscape.cncf.io/logos/strimzi.svg","https://twitter.com/strimziio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-26 13:56:56","Apache Kafka® running on Kubernetes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Streaming & Messaging",true,"https://github.com/strimzi/strimzi-kafka-operator",3204,"Apache Kafka® running on Kubernetes","","https://github.com/strimzi/strimzi-kafka-operator/commit/4d692a91ad1ead546b382de94966861c710e5ba9","2022-05-20 15:57:17","https://github.com/strimzi/strimzi-kafka-operator/releases","2016-05-06 08:52:33","https://github.com/strimzi/strimzi-kafka-operator/commit/014e10aa7ed85dcafa4ad8c266e0a78550c63a86",171,"https://github.com/strimzi/strimzi-kafka-operator/graphs/contributors"
"Tremor","Cloud Native Computing Foundation (CNCF)","https://www.tremor.rs/","https://landscape.cncf.io/logos/tremor.svg","https://twitter.com/TremorDEBS","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-01 12:47:51","Main Tremor Project Rust Codebase","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Streaming & Messaging",true,"https://github.com/tremor-rs/tremor-runtime",645,"Main Tremor Project Rust Codebase","","https://github.com/tremor-rs/tremor-runtime/commit/63cd011607b9c225619dd8c955f4bc128bff020d","2022-06-01 09:33:27","https://github.com/tremor-rs/tremor-runtime/releases","2020-02-11 10:11:08","https://github.com/tremor-rs/tremor-runtime/commit/9fa5e52bee9734c485e59cfe67e42ac5acc5a0b6",42,"https://github.com/tremor-rs/tremor-runtime/graphs/contributors"
"Artifact Hub","Cloud Native Computing Foundation (CNCF)","https://artifacthub.io/","https://landscape.cncf.io/logos/artifact-hub.svg","https://twitter.com/cncfartifacthub","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-30 14:41:43","Find, install and publish Kubernetes packages","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/artifacthub/hub",896,"Find, install and publish Kubernetes packages","","https://github.com/artifacthub/hub/commit/497ac77896c9f88e5eea75965d7bba5e003620a2","2022-05-31 09:32:27","https://github.com/artifacthub/hub/releases","2020-01-14 09:54:58","https://github.com/artifacthub/hub/commit/dc194040e697dcc1df730f47962cb89f9f44bb5f",21,"https://github.com/artifacthub/hub/graphs/contributors"
"Backstage","Cloud Native Computing Foundation (CNCF)","https://backstage.io/","https://landscape.cncf.io/logos/backstage.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Backstage is an open platform for building developer portals","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/backstage/backstage",16645,"Backstage is an open platform for building developer portals","","https://github.com/backstage/backstage/commit/5936eacf7fcc4c96ec373da55f676dd76728b553","2022-05-31 15:05:04","https://github.com/backstage/backstage/releases","2020-01-25 08:16:32","https://github.com/backstage/backstage/commit/1a19a01c4beee7d869765a43d1b57b1b450017a7",882,"https://github.com/backstage/backstage/graphs/contributors"
"Buildpacks","Cloud Native Computing Foundation (CNCF)","https://buildpacks.io/","https://landscape.cncf.io/logos/buildpacks.svg","https://twitter.com/buildpacks_io","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 12:23:41","CLI for building apps using Cloud Native Buildpacks","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/buildpacks/pack",1633,"CLI for building apps using Cloud Native Buildpacks","","https://github.com/buildpacks/pack/commit/98698c4a3b3dfeb511ae8b6936ea245aa1ac3b20","2022-05-06 13:37:06","https://github.com/buildpacks/pack/releases","2018-06-25 04:41:23","https://github.com/buildpack/pack/commit/4a1e4510ed4dc55ff989c8d0372e1a15f4508264",97,"https://github.com/buildpacks/pack/graphs/contributors"
"Devfile","Cloud Native Computing Foundation (CNCF)","https://devfile.io","https://landscape.cncf.io/logos/devfile.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Kube-native API for cloud development workspaces specification","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/devfile/api",51,"Kube-native API for cloud development workspaces specification","","https://github.com/devfile/api/commit/d6e86811be170f92c70a15fbfea79028866448a9","2021-05-26 18:37:55","https://github.com/devfile/api/releases","2019-12-05 11:17:23","https://github.com/devfile/api/commit/c834573fe2c984a3c685a900d4e55eab2f2fd2a6",19,"https://github.com/devfile/api/graphs/contributors"
"Helm","Cloud Native Computing Foundation (CNCF)","https://helm.sh/","https://landscape.cncf.io/logos/helm.svg","https://twitter.com/helmpack","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-05-19 14:56:16","The Kubernetes Package Manager","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/helm/helm",21913,"The Kubernetes Package Manager","","https://github.com/helm/helm/commit/823d92942119dfa07fd763bf6306bd67686811a8","2022-05-18 17:37:41","https://github.com/helm/helm/releases","2015-11-02 23:52:56","https://github.com/helm/helm/commit/94db53d0803034083a3a9b1c7a9a197c327eb6b0",684,"https://github.com/helm/helm/graphs/contributors"
"Krator","Cloud Native Computing Foundation (CNCF)","https://docs.rs/crate/krator/latest","https://landscape.cncf.io/logos/krator.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Kubernetes Rust State Machine Operator","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/krator-rs/krator",76,"Kubernetes Rust State Machine Operator","","https://github.com/krator-rs/krator/commit/a959f61550a9e9cf401abffc91a1acfa9ffae9f5","2021-11-23 00:13:31","https://github.com/krator-rs/krator/releases","2019-11-27 01:08:46","https://github.com/krator-rs/krator/commit/a5f1c6687b2b1c15bb377f1500f21dc9ed813939",23,"https://github.com/krator-rs/krator/graphs/contributors"
"KubeVela","Cloud Native Computing Foundation (CNCF)","https://kubevela.io","https://landscape.cncf.io/logos/kube-vela.svg","https://twitter.com/oam_dev","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 05:23:14","The Modern Application Platform.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/kubevela/kubevela",3747,"The Modern Application Platform.","","https://github.com/kubevela/kubevela/commit/a00fee91fca4a0d2dc96d5c082c69b7e06424e1b","2022-06-02 08:29:14","https://github.com/kubevela/kubevela/releases","2020-07-06 15:45:29","https://github.com/oam-dev/kubevela/commit/4f13b58663c01c02ddcb71c297aa90832a7aac37",162,"https://github.com/kubevela/kubevela/graphs/contributors"
"KubeVirt","Cloud Native Computing Foundation (CNCF)","https://kubevirt.io/","https://landscape.cncf.io/logos/kube-virt.svg","https://twitter.com/kubevirt","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-04-20 15:01:21","Kubernetes Virtualization API and runtime in order to define and manage virtual machines.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/kubevirt/kubevirt",3302,"Kubernetes Virtualization API and runtime in order to define and manage virtual machines.","","https://github.com/kubevirt/kubevirt/commit/f60c13703d4bc73fe4ebb3c44c6d8379d6ba0577","2022-06-01 14:38:57","https://github.com/kubevirt/kubevirt/releases","2016-08-11 14:31:11","https://github.com/kubevirt/kubevirt/commit/95bc8ec0f0f9c422a4b158d63971fa65238c9aa3",276,"https://github.com/kubevirt/kubevirt/graphs/contributors"
"KUDO","Cloud Native Computing Foundation (CNCF)","https://kudo.dev/","https://landscape.cncf.io/logos/kudo.svg","https://twitter.com/kudobuilder","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","","Kubernetes Universal Declarative Operator (KUDO)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/kudobuilder/kudo",1019,"Kubernetes Universal Declarative Operator (KUDO)","","https://github.com/kudobuilder/kudo/commit/50ef72329f0e76ae57b33ae552605b7e39198336","2021-04-27 15:35:21","https://github.com/kudobuilder/kudo/releases","2016-06-24 23:29:55","https://github.com/kudobuilder/kudo/commit/25ead97bebdff65bfc177908ac79d4f00dd90bb6",66,"https://github.com/kudobuilder/kudo/graphs/contributors"
"Nocalhost","CODING","https://nocalhost.dev","https://landscape.cncf.io/logos/nocalhost.svg","https://twitter.com/Coding_net","https://www.crunchbase.com/organization/coding-2",,,26615024,false,"sandbox","Other","Shenzhen, China","","Nocalhost is Cloud Native Dev Environment.","CODING is a company that provides free online guides for beginners who want to learn how to program.","https://coding.net","Shenzhen","Guangdong","China","https://twitter.com/Coding_net",,,"funding",101,250,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/nocalhost/nocalhost",1263,"Nocalhost is Cloud Native Dev Environment.","","https://github.com/nocalhost/nocalhost/commit/60fb238528b1e9f35a98950a1af8471c820670b8","2022-04-18 07:14:07","https://github.com/nocalhost/nocalhost/releases","2020-09-28 09:16:14","https://github.com/nocalhost/nocalhost/commit/6b0ce9423121d1961d03742c9f40d37397f66c0d",36,"https://github.com/nocalhost/nocalhost/graphs/contributors"
"Operator Framework","Cloud Native Computing Foundation (CNCF)","https://www.redhat.com/en/technologies/cloud-computing/openshift/what-are-openshift-operators","https://landscape.cncf.io/logos/operator-framework.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","SDK for building Kubernetes applications. Provides high level APIs, useful abstractions, and project scaffolding.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"App Definition and Development","Application Definition & Image Build",true,"https://github.com/operator-framework/operator-sdk",5678,"SDK for building Kubernetes applications. Provides high level APIs, useful abstractions, and project scaffolding.","","https://github.com/operator-framework/operator-sdk/commit/280335593c76c1fb14ce96100938f140ddb42659","2022-05-24 22:58:51","https://github.com/operator-framework/operator-sdk/releases","2018-02-07 17:53:52","https://github.com/operator-framework/operator-sdk/commit/5e8929c4e2e0009d9e1391fe769f198a3f2b8aba",283,"https://github.com/operator-framework/operator-sdk/graphs/contributors"
