"Name","Organization","Homepage","Logo","Twitter","Crunchbase URL","Market Cap","Ticker","Funding","Member","Relation","License","Headquarters","Latest Tweet Date","Description","Crunchbase Description","Crunchbase Homepage","Crunchbase City","Crunchbase Region","Crunchbase Country","Crunchbase Twitter","Crunchbase Linkedin","Crunchbase Ticker","Crunchbase Kind","Crunchbase Min Employees","Crunchbase Max Employees","Category","Subcategory","OSS","Github Repo","Github Stars","Github Description","Github Latest Commit Date","Github Latest Commit Link","Github Release Date","Github Release Link","Github Start Commit Date","Github Start Commit Link","Github Contributors Count","Github Contributors Link"
"Harbor","Cloud Native Computing Foundation (CNCF)","https://goharbor.io/","https://landscape.cncf.io/logos/harbor.svg","https://twitter.com/project_harbor","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-06-02 15:31:59","An open source trusted cloud native registry project that stores, signs, and scans content.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Container Registry",true,"https://github.com/goharbor/harbor",17521,"An open source trusted cloud native registry project that stores, signs, and scans content.","","https://github.com/goharbor/harbor/commit/7c2e591c265c2d5dbf012ee920779e9d4c06e053","2022-05-30 03:14:11","https://github.com/goharbor/harbor/releases","2016-02-01 11:59:10","https://github.com/goharbor/harbor/commit/f859348ac6230bda564f608e934f67359233a4b3",291,"https://github.com/goharbor/harbor/graphs/contributors"
"cert-manager","Cloud Native Computing Foundation (CNCF)","https://www.jetstack.io/open-source/","https://landscape.cncf.io/logos/cert-manager.svg","https://twitter.com/JetstackHQ","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-27 15:08:29","Automatically provision and manage TLS certificates in Kubernetes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/cert-manager/cert-manager",8924,"Automatically provision and manage TLS certificates in Kubernetes","","https://github.com/cert-manager/cert-manager/commit/f1de1d1f0945ae6aff7705a76fc6d6fcd8628e17","2022-04-05 19:05:44","https://github.com/cert-manager/cert-manager/releases","2017-07-19 08:39:13","https://github.com/jetstack/cert-manager/commit/36308ae891a11a7c4f11839f87d98889c95954fa",338,"https://github.com/cert-manager/cert-manager/graphs/contributors"
"Confidential Containers","Cloud Native Computing Foundation (CNCF)","https://github.com/confidential-containers","https://landscape.cncf.io/logos/confidential-containers.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Confidential Containers is an open source community working to enable cloud native  confidential computing by leveraging Trusted Execution Environments to protect  containers and data.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/confidential-containers/documentation",4,"Documentation for the confidential containers project","","https://github.com/confidential-containers/documentation/commit/bc0c64a8497cd699faee2e9b7e80a41f9356c9a9","",,"2021-10-04 15:40:23","https://github.com/confidential-containers/documentation/commit/a2673ae421ec9db1ed52e8e657ed47f6bfbc14e6",8,"https://github.com/confidential-containers/documentation/graphs/contributors"
"Curiefense","Cloud Native Computing Foundation (CNCF)","https://www.curiefense.io/","https://landscape.cncf.io/logos/curiefense.svg","https://twitter.com/curiefense","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-01-10 19:10:47","Curiefense is a unified, open source platform protecting cloud native applications.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/curiefense/curiefense",476,"Curiefense is a unified, open source platform protecting cloud native applications.","","https://github.com/curiefense/curiefense/commit/e47a01f018010faaf0724d5dc0fe10c712efe3d5","2022-03-27 09:25:06","https://github.com/curiefense/curiefense/releases","2020-11-07 19:54:39","https://github.com/curiefense/curiefense/commit/a31a46df87948b09dc91a68a4ecf7d944454e746",25,"https://github.com/curiefense/curiefense/graphs/contributors"
"Dex","Cloud Native Computing Foundation (CNCF)","https://github.com/dexidp/dex","https://landscape.cncf.io/logos/dex.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/dexidp/dex",7070,"OpenID Connect (OIDC) identity and OAuth 2.0 provider with pluggable connectors","","https://github.com/dexidp/dex/commit/15a516684b1c0ebb048819909147177a7baf9f85","2022-05-26 16:08:14","https://github.com/dexidp/dex/releases","2016-07-25 20:00:28","https://github.com/dexidp/dex/commit/cab271f304f850b4af3e407ab47c6e328b986020",203,"https://github.com/dexidp/dex/graphs/contributors"
"Falco","Cloud Native Computing Foundation (CNCF)","https://falco.org/","https://landscape.cncf.io/logos/falco.svg","https://twitter.com/falco_org","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-01 15:46:12","Cloud Native Runtime Security","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/falcosecurity/falco",4892,"Cloud Native Runtime Security","","https://github.com/falcosecurity/falco/commit/13eb8d2d48aeedf50ecff117aba9ea84eea9ceb7","2022-03-09 17:20:13","https://github.com/falcosecurity/falco/releases","2016-01-20 22:47:56","https://github.com/falcosecurity/falco/commit/4bd8a9d4019839a371d5b7968b583e9b05073c72",159,"https://github.com/falcosecurity/falco/graphs/contributors"
"in-toto","Cloud Native Computing Foundation (CNCF)","https://in-toto.io","https://landscape.cncf.io/logos/in-toto.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Other","San Francisco, California","2022-06-02 22:34:30","in-toto is a framework to protect supply chain integrity.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/in-toto/in-toto",570,"in-toto is a framework to protect supply chain integrity.","","https://github.com/in-toto/in-toto/commit/f9ee2ed7c11a8758979b737e1cbb01f33ecfd073","2022-02-08 11:29:03","https://github.com/in-toto/in-toto/releases","2016-05-24 01:46:38","https://github.com/in-toto/in-toto/commit/55371420b738eb9170322eee589852016027657c",31,"https://github.com/in-toto/in-toto/graphs/contributors"
"Keylime","Cloud Native Computing Foundation (CNCF)","https://keylime.dev/","https://landscape.cncf.io/logos/keylime.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","NotOpenSource","San Francisco, California","2022-06-02 22:34:30","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",false,,,,"","","",,"","",,
"Kyverno","Cloud Native Computing Foundation (CNCF)","https://kyverno.io/","https://landscape.cncf.io/logos/kyverno.svg","https://twitter.com/kyverno","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-03 02:36:58","Kubernetes Native Policy Management","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/kyverno/kyverno",2468,"Kubernetes Native Policy Management","","https://github.com/kyverno/kyverno/commit/1786cb8bc89c038dc69b75058e68e73ca0219618","2022-06-02 13:20:00","https://github.com/kyverno/kyverno/releases","2019-02-04 16:25:49","https://github.com/kyverno/kyverno/commit/bad7ef25fd99232432cbe3d35d4311d659b8bd76",132,"https://github.com/kyverno/kyverno/graphs/contributors"
"Notary","Cloud Native Computing Foundation (CNCF)","https://github.com/notaryproject/notary","https://landscape.cncf.io/logos/notary.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Notary is a project that allows anyone to have trust over arbitrary collections of data","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/notaryproject/notary",2830,"Notary is a project that allows anyone to have trust over arbitrary collections of data","","https://github.com/notaryproject/notary/commit/3a154c02f990dad02fe18282ef121480817243b7","2018-04-10 18:52:44","https://github.com/notaryproject/notary/releases","2015-03-27 22:57:48","https://github.com/theupdateframework/notary/commit/495dce997d6353738e1f115b0d2b24fc880c959e",92,"https://github.com/notaryproject/notary/graphs/contributors"
"Open Policy Agent (OPA)","Cloud Native Computing Foundation (CNCF)","https://www.openpolicyagent.org/","https://landscape.cncf.io/logos/open-policy-agent-opa.svg","https://twitter.com/openpolicyagent","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-06-02 14:12:20","An open source, general-purpose policy engine.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/open-policy-agent/opa",6669,"An open source, general-purpose policy engine.","","https://github.com/open-policy-agent/opa/commit/b4042d4b6d8f0e0daa4e1e22efc620d836ed0392","2022-06-02 17:58:51","https://github.com/open-policy-agent/opa/releases","2015-12-28 22:08:25","https://github.com/open-policy-agent/opa/commit/7eb56674c51d286afa134861ba282bf7a13668c6",291,"https://github.com/open-policy-agent/opa/graphs/contributors"
"Parsec","Cloud Native Computing Foundation (CNCF)","https://github.com/parallaxsecond/parsec","https://landscape.cncf.io/logos/parsec.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Platform AbstRaction for SECurity service","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/parallaxsecond/parsec",336,"Platform AbstRaction for SECurity service","","https://github.com/parallaxsecond/parsec/commit/4d975bed6ff5710df128a7d839298963d4f9a1d9","2022-03-31 11:39:19","https://github.com/parallaxsecond/parsec/releases","2019-06-07 20:44:01","https://github.com/parallaxsecond/parsec/commit/047e395ee5edbad82d52738e275f756e7bd0480b",25,"https://github.com/parallaxsecond/parsec/graphs/contributors"
"The Update Framework (TUF)","Cloud Native Computing Foundation (CNCF)","https://theupdateframework.github.io/","https://landscape.cncf.io/logos/the-update-framework-tuf.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Python reference implementation of The Update Framework (TUF)","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Security & Compliance",true,"https://github.com/theupdateframework/python-tuf",1408,"Python reference implementation of The Update Framework (TUF)","","https://github.com/theupdateframework/python-tuf/commit/2f2c9b20f417f476679a16faeb313ca9667c9ff3","2022-04-27 13:29:57","https://github.com/theupdateframework/python-tuf/releases","2013-01-31 18:54:15","https://github.com/theupdateframework/tuf/commit/0fb43a5e36f40ae7fccd2128e5e0bbb401b3111a",82,"https://github.com/theupdateframework/python-tuf/graphs/contributors"
"Athenz","Cloud Native Computing Foundation (CNCF)","https://www.athenz.io","https://landscape.cncf.io/logos/athenz.svg","https://twitter.com/athenzio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","","Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic infrastructures","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Key Management",true,"https://github.com/AthenZ/athenz",687,"Open source platform for X.509 certificate based service authentication and fine grained access control in dynamic infrastructures. Athenz supports provisioning and configuration (centralized authorization) use cases as well as serving/runtime (decentralized authorization) use cases.","","https://github.com/AthenZ/athenz/commit/d9312c40c97f2e417cf0e63c16eaf9da41542bb4","2022-05-19 21:49:36","https://github.com/AthenZ/athenz/releases","2016-12-31 09:10:04","https://github.com/yahoo/athenz/commit/c590f80643105e37682d2fb5900b137aea8d74e3",60,"https://github.com/AthenZ/athenz/graphs/contributors"
"SPIFFE","Cloud Native Computing Foundation (CNCF)","https://spiffe.io/","https://landscape.cncf.io/logos/spiffe.svg","https://twitter.com/spiffeio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 17:22:03","The SPIFFE Project","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Key Management",true,"https://github.com/spiffe/spiffe",1025,"The SPIFFE Project","","https://github.com/spiffe/spiffe/commit/e702b0c03010a1a940e382627f7bd43b2e7daf86","",,"2017-01-31 06:47:40","https://github.com/spiffe/spiffe/commit/f6c7cd6e6a21cf8c763f462ddd9fdb501b9b7c70",50,"https://github.com/spiffe/spiffe/graphs/contributors"
"SPIRE","Cloud Native Computing Foundation (CNCF)","https://spiffe.io/spire/","https://landscape.cncf.io/logos/spire.svg","https://twitter.com/spiffeio","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 17:22:03","The SPIFFE Runtime Environment","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Provisioning","Key Management",true,"https://github.com/spiffe/spire",1132,"The SPIFFE Runtime Environment","","https://github.com/spiffe/spire/commit/84866e1b677c8f8da997fd49d2f7ae43f0a3119e","2022-05-12 15:52:00","https://github.com/spiffe/spire/releases","2017-03-23 07:01:54","https://github.com/spiffe/spire/commit/3c42eb7b3695df5136dd44d467854fd3f119f509",134,"https://github.com/spiffe/spire/graphs/contributors"
"Teller","Spectral","https://tlr.dev","https://landscape.cncf.io/logos/teller.svg","https://twitter.com/getspectral","https://www.crunchbase.com/organization/spectral-4f70",,,6200000,"Silver","sandbox","Apache License 2.0","Tel Aviv-yafo, Israel","2022-04-06 16:45:59","A secrets management tool for developers built in Go - never leave your command line for secrets.","Spectral is an Israeli startup and key innovator in developer-first security tools designed by developers for developers.","https://spectralops.io","Tel Aviv-yafo","Tel Aviv","Israel","https://twitter.com/getspectral","https://www.linkedin.com/company/spectralops-io/",,"funding",11,50,"Provisioning","Key Management",true,"https://github.com/SpectralOps/Teller",875,"A secrets management tool for developers built in Go - never leave your command line for secrets.","","https://github.com/SpectralOps/teller/commit/6c67edf1419066fb7e75d487b06b4e43f1646060","2022-06-02 19:07:09","https://github.com/SpectralOps/Teller/releases","2021-03-24 16:29:46","https://github.com/SpectralOps/teller/commit/d018e8c06e4c0b0e511337b3565eb98c4076fa20",16,"https://github.com/SpectralOps/Teller/graphs/contributors"
"CubeFS","Cloud Native Computing Foundation (CNCF)","https://cubefs.io/","https://landscape.cncf.io/logos/cube-fs.svg","https://twitter.com/ChubaoFS","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","","CubeFS(formerly ChubaoFS) is a cloud native distributed file system and object store. ","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/cubeFS/cubefs",2614,"CubeFS(formerly ChubaoFS) is a cloud native distributed file system and object store. ","","https://github.com/cubeFS/cubefs/commit/ff4eb8d82245a0f6d4cb487d466978b9fbaf63dd","2022-04-22 06:37:08","https://github.com/cubeFS/cubefs/releases","2019-02-19 03:15:06","https://github.com/chubaofs/chubaofs/commit/e7008c6c4ab3281d67c44648716cf932ac61277c",72,"https://github.com/cubeFS/cubefs/graphs/contributors"
"K8up","Cloud Native Computing Foundation (CNCF)","https://www.k8up.io/","https://landscape.cncf.io/logos/k8up.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Kubernetes and OpenShift Backup Operator","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/k8up-io/k8up",300,"Kubernetes and OpenShift Backup Operator","","https://github.com/k8up-io/k8up/commit/16adc7adbf6bebc31ad1b4babb7fd090ca44ea03","2022-05-31 14:11:57","https://github.com/k8up-io/k8up/releases","2018-04-17 08:53:36","https://github.com/k8up-io/k8up/commit/0e8473bfa3f855ce78a98e4bcb2081a773b99387",38,"https://github.com/k8up-io/k8up/graphs/contributors"
"Longhorn","Cloud Native Computing Foundation (CNCF)","https://github.com/longhorn/longhorn","https://landscape.cncf.io/logos/longhorn.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Cloud-Native distributed storage built on and for Kubernetes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/longhorn/longhorn",3832,"Cloud-Native distributed storage built on and for Kubernetes","","https://github.com/longhorn/longhorn/commit/25832b90d5c1686574ae9f840fea4245eedcc54f","2022-05-31 08:50:11","https://github.com/longhorn/longhorn/releases","2017-04-14 19:57:02","https://github.com/longhorn/longhorn/commit/507e62ecd7a82cb279831c03703f351481b9a13a",67,"https://github.com/longhorn/longhorn/graphs/contributors"
"OpenEBS","Cloud Native Computing Foundation (CNCF)","https://www.openebs.io/","https://landscape.cncf.io/logos/open-ebs.svg","https://twitter.com/openebs","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-01-19 15:09:22","Leading Open Source Container Attached Storage, built using Cloud Native Architecture, simplifies running Stateful Applications on Kubernetes.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/openebs/openebs",7560,"Leading Open Source Container Attached Storage, built using Cloud Native Architecture, simplifies running Stateful Applications on Kubernetes.","","https://github.com/openebs/openebs/commit/070796d82c59463ed51fa5ce86b974e5845733c7","2022-04-20 07:11:37","https://github.com/openebs/openebs/releases","2016-08-01 09:33:33","https://github.com/openebs/openebs/commit/cc82fd0b656b2aa39677438bdb17484391d36f2a",224,"https://github.com/openebs/openebs/graphs/contributors"
"ORAS","Cloud Native Computing Foundation (CNCF)","https://oras.land/","https://landscape.cncf.io/logos/oras.svg","https://twitter.com/orasproject","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-05-31 21:00:49","ORAS CLI","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/oras-project/oras",631,"ORAS CLI","","https://github.com/oras-project/oras/commit/6a93b10c68c03fc4c929589b7f1c770c0bb44e0f","2021-11-11 05:26:44","https://github.com/oras-project/oras/releases","2018-12-24 03:24:04","https://github.com/oras-project/oras/commit/3d0a284646a73acf405ecb93f3baac21bb993907",31,"https://github.com/oras-project/oras/graphs/contributors"
"Piraeus Datastore","Cloud Native Computing Foundation (CNCF)","https://piraeus.io/","https://landscape.cncf.io/logos/piraeus-datastore.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","High Available Datastore for Kubernetes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/piraeusdatastore/piraeus",310,"High Available Datastore for Kubernetes","","https://github.com/piraeusdatastore/piraeus/commit/063d48a8e2b767c8f9e7a147cefd836a3043984c","",,"2019-07-10 11:18:17","https://github.com/piraeusdatastore/piraeus/commit/348344e4f0558be7f919fe702f743735b925a6b2",12,"https://github.com/piraeusdatastore/piraeus/graphs/contributors"
"Rook","Cloud Native Computing Foundation (CNCF)","https://rook.io/","https://landscape.cncf.io/logos/rook.svg","https://twitter.com/rook_io","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-05-26 20:58:18","Storage Orchestration for Kubernetes","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/rook/rook",9957,"Storage Orchestration for Kubernetes","","https://github.com/rook/rook/commit/2ba0fe2c4d9bcd263417c536140936cfbfaf4fc0","2022-05-26 20:56:00","https://github.com/rook/rook/releases","2016-07-08 22:44:29","https://github.com/rook/rook/commit/31bd4e46f5e7f1fcc38c4dc6ffe81e7a8d666458",436,"https://github.com/rook/rook/graphs/contributors"
"Vineyard","Cloud Native Computing Foundation (CNCF)","https://v6d.io","https://landscape.cncf.io/logos/vineyard.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"sandbox","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Vineyard (v6d) is an in-memory immutable data manager.","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Cloud Native Storage",true,"https://github.com/v6d-io/v6d",589,"vineyard (v6d): an in-memory immutable data manager. (Project under CNCF)","","https://github.com/v6d-io/v6d/commit/89c756b9a41638cb7a19c9434711b0429ae27457","2022-05-19 14:56:12","https://github.com/v6d-io/v6d/releases","2020-10-27 15:12:37","https://github.com/v6d-io/v6d/commit/ed17226dc9d2cf0657ee2cfdbb7ac1db3141a07a",26,"https://github.com/v6d-io/v6d/graphs/contributors"
"containerd","Cloud Native Computing Foundation (CNCF)","https://containerd.io/","https://landscape.cncf.io/logos/containerd.svg","https://twitter.com/containerd","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"graduated","Apache License 2.0","San Francisco, California","2022-05-19 14:42:26","An open and reliable container runtime","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Container Runtime",true,"https://github.com/containerd/containerd",11149,"An open and reliable container runtime","","https://github.com/containerd/containerd/commit/1f4e5175c46eccd731fbf63bd9fe81012da17202","2022-05-03 15:56:48","https://github.com/containerd/containerd/releases","2015-11-05 23:29:53","https://github.com/containerd/containerd/commit/15a96783ca2ac8c0eb2c400701e8eb335059c63b",500,"https://github.com/containerd/containerd/graphs/contributors"
"CRI-O","Cloud Native Computing Foundation (CNCF)","https://cri-o.io/","https://landscape.cncf.io/logos/cri-o.svg","https://twitter.com/CloudNativeFdn","https://www.crunchbase.com/organization/cloud-native-computing-foundation",,,3000000,false,"incubating","Apache License 2.0","San Francisco, California","2022-06-02 22:34:30","Open Container Initiative-based implementation of Kubernetes Container Runtime Interface","CNCF is an open source software foundation that hosts and nurtures projects like Kubernetes and Prometheus.","https://www.cncf.io","San Francisco","California","United States","https://twitter.com/CloudNativeFdn","https://www.linkedin.com/company/cloud-native-computing-foundation",,"funding",11,50,"Runtime","Container Runtime",true,"https://github.com/cri-o/cri-o",3999,"Open Container Initiative-based implementation of Kubernetes Container Runtime Interface","","https://github.com/cri-o/cri-o/commit/afab4b78d1d66fb5144ef003b20eba5e53833336","2022-05-17 17:14:04","https://github.com/cri-o/cri-o/releases","2016-09-09 19:56:31","https://github.com/cri-o/cri-o/commit/580db0719d68b3ff3bb30f60397c3892be383eb5",242,"https://github.com/cri-o/cri-o/graphs/contributors"
